sep=; 
00:00,00;85,4;97,5;77,9;71,4;0,0;0,0; 30;74,7;  0;255;29,8;REFLOW
00:00,25;85,4;97,5;77,9;71,4;0,0;0,0; 30;74,7;  0;255;29,8;REFLOW
00:00,50;85,4;97,5;77,7;71,4;0,0;0,0; 30;74,6;  0;255;29,7;REFLOW
00:00,75;84,3;97,5;77,6;71,3;0,0;0,0; 30;74,4;  0;255;29,6;REFLOW
00:01,00;84,3;97,5;77,5;71,1;0,0;0,0; 30;74,3;  0;255;29,7;REFLOW
00:01,25;84,3;97,5;77,4;70,9;0,0;0,0; 30;74,2;  0;255;29,7;REFLOW
00:01,50;84,3;96,4;77,3;70,8;0,0;0,0; 30;74,1;  0;255;29,8;REFLOW
00:01,75;84,3;96,4;77,2;70,8;0,0;0,0; 30;74,0;  0;255;29,7;REFLOW
00:02,00;84,3;96,4;76,9;70,8;0,0;0,0; 31;73,8;  0;255;29,8;REFLOW
00:02,25;84,3;96,4;76,6;70,6;0,0;0,0; 31;73,6;  0;255;29,8;REFLOW
00:02,50;84,3;95,3;76,4;70,5;0,0;0,0; 31;73,4;  0;255;29,7;REFLOW
00:02,75;84,3;96,4;76,2;70,4;0,0;0,0; 31;73,3;  0;255;29,7;REFLOW
00:03,00;84,3;96,4;76,1;70,4;0,0;0,0; 31;73,2;  0;255;29,7;REFLOW
00:03,25;84,3;95,3;75,9;70,4;0,0;0,0; 31;73,1;  0;255;29,8;REFLOW
00:03,50;84,3;95,3;75,8;70,4;0,0;0,0; 31;73,1;  0;255;29,8;REFLOW
00:03,75;84,3;95,3;75,6;70,3;0,0;0,0; 31;72,9;  0;255;29,8;REFLOW
00:04,00;84,3;95,3;75,4;70,2;0,0;0,0; 32;72,8;  0;255;29,8;REFLOW
00:04,25;84,3;94,2;75,2;70,1;0,0;0,0; 32;72,6;  0;255;29,8;REFLOW
00:04,50;84,3;94,2;75,1;70,1;0,0;0,0; 32;72,6;  0;255;29,8;REFLOW
00:04,75;84,3;94,2;75,1;70,1;0,0;0,0; 32;72,6;  0;255;29,8;REFLOW
00:05,00;84,3;94,2;75,1;70,0;0,0;0,0; 33;72,5;  0;255;29,8;REFLOW
00:05,25;84,3;94,2;75,1;69,8;0,0;0,0; 33;72,4;  0;255;29,7;REFLOW
00:05,50;84,3;94,2;75,1;69,8;0,0;0,0; 33;72,4;  0;255;29,8;REFLOW
00:05,75;84,3;93,1;75,1;69,7;0,0;0,0; 33;72,4;  0;255;29,8;REFLOW
00:06,00;84,3;93,1;75,1;69,6;0,0;0,0; 33;72,3;  0;255;29,8;REFLOW
00:06,25;84,3;94,2;75,0;69,6;0,0;0,0; 33;72,3;  0;255;29,8;REFLOW
00:06,50;84,3;94,2;75,0;69,5;0,0;0,0; 33;72,3;  0;255;29,8;REFLOW
00:06,75;84,3;93,1;75,0;69,3;0,0;0,0; 33;72,2;  0;255;29,8;REFLOW
00:07,00;84,3;94,2;75,0;69,2;0,0;0,0; 34;72,1;  0;255;29,7;REFLOW
00:07,25;84,3;94,2;74,9;69,1;0,0;0,0; 34;72,0;  0;255;29,7;REFLOW
00:07,50;84,3;93,1;74,9;69,1;0,0;0,0; 34;72,0;  0;255;29,7;REFLOW
00:07,75;84,3;93,1;74,8;69,1;0,0;0,0; 34;71,9;  0;255;29,7;REFLOW
00:08,00;84,3;93,1;74,8;69,1;0,0;0,0; 34;71,9;  0;255;29,7;REFLOW
00:08,25;84,3;93,1;74,6;69,1;0,0;0,0; 34;71,8;  0;255;29,7;REFLOW
00:08,50;84,3;93,1;74,6;69,1;0,0;0,0; 34;71,8;  0;255;29,8;REFLOW
00:08,75;84,3;93,1;74,6;69,1;0,0;0,0; 34;71,8;  0;255;29,8;REFLOW
00:09,00;84,3;93,1;74,6;69,1;0,0;0,0; 35;71,8;  0;255;29,8;REFLOW
00:09,25;84,3;94,2;74,5;69,1;0,0;0,0; 35;71,8;  0;255;29,6;REFLOW
00:09,50;84,3;94,2;74,4;69,1;0,0;0,0; 35;71,7;  0;255;29,8;REFLOW
00:09,75;84,3;93,1;74,4;69,1;0,0;0,0; 35;71,7;  0;255;29,7;REFLOW
00:10,00;84,3;93,1;74,4;69,1;0,0;0,0; 36;71,7;  0;255;29,7;REFLOW
00:10,25;84,3;94,2;74,3;69,1;0,0;0,0; 36;71,7;  0;255;29,8;REFLOW
00:10,50;84,3;93,1;74,2;69,1;0,0;0,0; 36;71,6;  0;255;29,7;REFLOW
