sep=; 
Time;Heater L;Heater R;TS-1;TS-2;TS-3;TS-4;T-Set;T-Actual;PWR-Heat;PWR-Fan;T-ColdJ;Mode
05:01,75;171,2;196,5;120,9;119,9;0,0;0,0;113;120,4;  0;138;29,5;REFLOW
05:02,00;171,2;196,5;120,6;119,8;0,0;0,0;112;120,2;  0;147;29,4;REFLOW
05:02,25;171,2;194,3;120,4;119,8;0,0;0,0;112;120,1;  0;144;29,4;REFLOW
05:02,50;170,1;194,3;120,0;119,8;0,0;0,0;112;119,9;  0;138;29,4;REFLOW
05:02,75;170,1;194,3;119,8;119,7;0,0;0,0;112;119,7;  0;135;29,4;REFLOW
05:03,00;170,1;194,3;119,6;119,6;0,0;0,0;111;119,6;  0;153;29,4;REFLOW
05:03,25;169,0;192,1;119,2;119,5;0,0;0,0;111;119,3;  0;141;29,5;REFLOW
05:03,50;169,0;192,1;119,0;119,4;0,0;0,0;111;119,2;  0;144;29,4;REFLOW
05:03,75;167,9;192,1;118,6;119,3;0,0;0,0;111;119,0;  0;132;29,4;REFLOW
05:04,00;167,9;192,1;118,4;119,2;0,0;0,0;110;118,8;  0;153;29,4;REFLOW
05:04,25;166,8;193,2;118,1;119,1;0,0;0,0;110;118,6;  0;144;29,4;REFLOW
05:04,50;166,8;192,1;117,9;119,1;0,0;0,0;110;118,5;  0;150;29,4;REFLOW
05:04,75;166,8;192,1;117,8;118,9;0,0;0,0;110;118,4;  0;144;29,4;REFLOW
05:05,00;165,7;193,2;117,7;118,9;0,0;0,0;110;118,3;  0;162;29,4;REFLOW
05:05,25;165,7;192,1;117,6;118,8;0,0;0,0;110;118,2;  0;162;29,5;REFLOW
05:05,50;164,6;192,1;117,4;118,6;0,0;0,0;110;118,0;  0;150;29,4;REFLOW
05:05,75;164,6;192,1;117,3;118,5;0,0;0,0;110;117,9;  0;153;29,4;REFLOW
05:06,00;164,6;192,1;117,1;118,4;0,0;0,0;109;117,8;  0;165;29,4;REFLOW
05:06,25;164,6;189,9;117,0;118,2;0,0;0,0;109;117,6;  0;162;29,4;REFLOW
05:06,50;163,5;187,7;116,9;117,9;0,0;0,0;109;117,4;  0;156;29,4;REFLOW
05:06,75;163,5;186,6;116,7;117,7;0,0;0,0;109;117,2;  0;150;29,4;REFLOW
05:07,00;163,5;185,5;116,6;117,6;0,0;0,0;108;117,1;  0;171;29,4;REFLOW
05:07,25;162,4;184,4;116,4;117,4;0,0;0,0;108;116,9;  0;162;29,4;REFLOW
05:07,50;162,4;184,4;116,3;117,3;0,0;0,0;108;116,8;  0;162;29,5;REFLOW
05:07,75;162,4;184,4;116,1;117,2;0,0;0,0;108;116,7;  0;162;29,4;REFLOW
05:08,00;161,3;185,5;116,0;117,1;0,0;0,0;107;116,5;  0;177;29,5;REFLOW
05:08,25;161,3;185,5;115,9;116,9;0,0;0,0;107;116,4;  0;174;29,4;REFLOW
05:08,50;161,3;184,4;115,6;116,8;0,0;0,0;107;116,2;  0;165;29,4;REFLOW
05:08,75;161,3;185,5;115,4;116,8;0,0;0,0;107;116,1;  0;171;29,4;REFLOW
05:09,00;160,2;185,5;115,1;116,8;0,0;0,0;106;115,9;  0;180;29,4;REFLOW
05:09,25;160,2;186,6;115,0;116,6;0,0;0,0;106;115,8;  0;177;29,4;REFLOW
05:09,50;159,1;185,5;114,8;116,4;0,0;0,0;106;115,6;  0;174;29,4;REFLOW
05:09,75;159,1;185,5;114,8;116,3;0,0;0,0;106;115,5;  0;174;29,4;REFLOW
05:10,00;159,1;185,5;114,6;116,2;0,0;0,0;106;115,4;  0;189;29,4;REFLOW
05:10,25;159,1;185,5;114,3;115,9;0,0;0,0;106;115,1;  0;174;29,5;REFLOW
05:10,50;158,0;184,4;114,2;115,9;0,0;0,0;106;115,0;  0;183;29,5;REFLOW
05:10,75;158,0;182,2;113,9;115,9;0,0;0,0;106;114,9;  0;174;29,4;REFLOW
05:11,00;158,0;183,3;113,6;115,8;0,0;0,0;105;114,7;  0;189;29,4;REFLOW
05:11,25;158,0;181,1;113,3;115,6;0,0;0,0;105;114,4;  0;177;29,4;REFLOW
05:11,50;156,9;180,0;113,1;115,6;0,0;0,0;105;114,3;  0;183;29,5;REFLOW
05:11,75;156,9;180,0;112,9;115,5;0,0;0,0;105;114,2;  0;180;29,4;REFLOW
05:12,00;156,9;178,9;112,6;115,5;0,0;0,0;104;114,0;  0;195;29,4;REFLOW
05:12,25;157,4;179,4;112,3;115,4;0,0;0,0;104;113,8;  0;186;29,4;REFLOW
05:12,50;156,9;178,9;112,3;115,3;0,0;0,0;104;113,8;  0;192;29,5;REFLOW
05:12,75;155,8;178,9;112,3;115,3;0,0;0,0;104;113,8;  0;198;29,4;REFLOW
05:13,00;155,8;178,9;112,3;115,3;0,0;0,0;103;113,8;  0;213;29,4;REFLOW
05:13,25;155,8;180,0;112,1;115,3;0,0;0,0;103;113,7;  0;210;29,4;REFLOW
05:13,50;155,2;178,3;112,0;115,3;0,0;0,0;103;113,6;  0;210;29,5;REFLOW
05:13,75;155,2;177,2;111,8;115,3;0,0;0,0;103;113,5;  0;204;29,5;REFLOW
05:14,00;155,2;176,1;111,7;115,3;0,0;0,0;102;113,5;  0;225;29,4;REFLOW
05:14,25;155,2;176,1;111,5;115,2;0,0;0,0;102;113,3;  0;219;29,4;REFLOW
05:14,50;154,1;177,2;111,4;115,1;0,0;0,0;102;113,2;  0;216;29,5;REFLOW
05:14,75;154,1;176,1;111,1;114,9;0,0;0,0;102;113,0;  0;204;29,5;REFLOW
05:15,00;154,1;175,0;110,9;114,9;0,0;0,0;102;112,9;  0;228;29,5;REFLOW
05:15,25;154,1;173,9;110,6;114,9;0,0;0,0;102;112,8;  0;222;29,5;REFLOW
05:15,50;154,1;175,0;110,3;114,9;0,0;0,0;102;112,6;  0;219;29,4;REFLOW
05:15,75;153,0;173,9;110,1;114,8;0,0;0,0;102;112,4;  0;213;29,4;REFLOW
05:16,00;153,0;173,9;109,7;114,7;0,0;0,0;101;112,2;  0;222;29,4;REFLOW
05:16,25;153,0;175,0;109,6;114,7;0,0;0,0;101;112,1;  0;231;29,5;REFLOW
05:16,50;153,0;176,1;109,4;114,7;0,0;0,0;101;112,1;  0;231;29,6;REFLOW
05:16,75;153,0;176,1;109,3;114,6;0,0;0,0;101;111,9;  0;225;29,4;REFLOW
05:17,00;151,9;176,1;109,3;114,6;0,0;0,0;100;111,9;  0;249;29,5;REFLOW
05:17,25;151,9;177,2;109,1;114,4;0,0;0,0;100;111,7;  0;234;29,4;REFLOW
05:17,50;151,9;175,0;109,0;114,3;0,0;0,0;100;111,6;  0;237;29,5;REFLOW
05:17,75;151,9;173,9;109,0;114,2;0,0;0,0;100;111,6;  0;240;29,4;REFLOW
05:18,00;151,9;173,9;109,0;114,1;0,0;0,0; 99;111,5;  0;255;29,4;REFLOW
05:18,25;151,9;172,8;109,0;113,9;0,0;0,0; 99;111,5;  0;255;29,5;REFLOW
05:18,50;150,8;171,7;109,0;113,9;0,0;0,0; 99;111,4;  0;255;29,4;REFLOW
05:18,75;150,8;170,6;109,0;113,9;0,0;0,0; 99;111,4;  0;255;29,4;REFLOW
05:19,00;150,8;170,6;109,0;113,8;0,0;0,0; 98;111,4;  0;255;29,3;REFLOW
05:19,25;149,7;170,6;108,9;113,6;0,0;0,0; 98;111,3;  0;255;29,4;REFLOW
05:19,50;149,7;169,5;108,6;113,5;0,0;0,0; 98;111,1;  0;255;29,6;REFLOW
05:19,75;149,7;169,5;108,4;113,4;0,0;0,0; 98;110,9;  0;255;29,5;REFLOW
05:20,00;149,7;170,6;108,1;113,2;0,0;0,0; 98;110,7;  0;255;29,4;REFLOW
05:20,25;148,6;170,6;107,9;113,0;0,0;0,0; 98;110,5;  0;255;29,5;REFLOW
05:20,50;149,7;168,4;107,8;112,8;0,0;0,0; 98;110,3;  0;255;29,4;REFLOW
05:20,75;148,6;169,5;107,5;112,6;0,0;0,0; 98;110,0;  0;249;29,6;REFLOW
05:21,00;148,6;169,5;107,3;112,4;0,0;0,0; 97;109,8;  0;255;29,3;REFLOW
05:21,25;147,5;169,5;107,1;112,2;0,0;0,0; 97;109,7;  0;255;29,6;REFLOW
05:21,50;147,5;169,5;107,0;112,0;0,0;0,0; 97;109,5;  0;255;29,4;REFLOW
05:21,75;147,5;169,5;106,7;111,8;0,0;0,0; 97;109,3;  0;249;29,6;REFLOW
05:22,00;147,5;168,4;106,5;111,7;0,0;0,0; 96;109,1;  0;255;29,4;REFLOW
05:22,25;147,5;168,4;106,3;111,3;0,0;0,0; 96;108,8;  0;255;29,4;REFLOW
05:22,50;147,5;168,4;106,1;111,1;0,0;0,0; 96;108,6;  0;252;29,6;REFLOW
05:22,75;146,4;169,5;105,8;110,7;0,0;0,0; 96;108,3;  0;243;29,5;REFLOW
05:23,00;146,4;169,5;105,6;110,4;0,0;0,0; 95;108,0;  0;255;29,4;REFLOW
05:23,25;146,4;169,5;105,4;110,2;0,0;0,0; 95;107,8;  0;255;29,5;REFLOW
05:23,50;146,4;168,4;105,3;110,1;0,0;0,0; 95;107,7;  0;255;29,4;REFLOW
05:23,75;146,4;167,3;105,1;110,0;0,0;0,0; 95;107,6;  0;255;29,5;REFLOW
05:24,00;146,4;167,3;105,0;110,0;0,0;0,0; 94;107,5;  0;255;29,4;REFLOW
05:24,25;146,4;166,2;104,8;109,9;0,0;0,0; 94;107,4;  0;255;29,4;REFLOW
05:24,50;146,4;165,1;104,7;109,9;0,0;0,0; 94;107,3;  0;255;29,4;REFLOW
05:24,75;145,3;166,2;104,5;109,9;0,0;0,0; 94;107,2;  0;255;29,4;REFLOW
05:25,00;145,3;166,2;104,5;109,9;0,0;0,0; 94;107,2;  0;255;29,4;REFLOW
05:25,25;145,3;166,2;104,4;109,9;0,0;0,0; 94;107,2;  0;255;29,5;REFLOW
05:25,50;144,2;166,2;104,3;109,9;0,0;0,0; 94;107,1;  0;255;29,4;REFLOW
05:25,75;144,2;165,1;104,1;109,9;0,0;0,0; 94;107,0;  0;255;29,4;REFLOW
05:26,00;144,2;165,1;104,1;109,9;0,0;0,0; 93;107,0;  0;255;29,4;REFLOW
05:26,25;144,2;164,0;104,0;109,9;0,0;0,0; 93;107,0;  0;255;29,4;REFLOW
05:26,50;143,1;161,8;103,9;109,9;0,0;0,0; 93;106,9;  0;255;29,4;REFLOW
05:26,75;143,1;162,9;103,9;109,9;0,0;0,0; 93;106,9;  0;255;29,4;REFLOW
05:27,00;143,1;161,8;103,9;109,9;0,0;0,0; 92;106,9;  0;255;29,4;REFLOW
05:27,25;143,1;161,8;103,9;109,8;0,0;0,0; 92;106,8;  0;255;29,5;REFLOW
05:27,50;142,0;161,8;103,9;109,6;0,0;0,0; 92;106,8;  0;255;29,5;REFLOW
05:27,75;142,0;162,9;103,8;109,6;0,0;0,0; 92;106,7;  0;255;29,5;REFLOW
05:28,00;142,0;162,9;103,7;109,6;0,0;0,0; 91;106,6;  0;255;29,5;REFLOW
05:28,25;142,0;164,0;103,5;109,6;0,0;0,0; 91;106,5;  0;255;29,5;REFLOW
05:28,50;140,9;162,9;103,4;109,6;0,0;0,0; 91;106,5;  0;255;29,5;REFLOW
05:28,75;140,9;164,0;103,4;109,6;0,0;0,0; 91;106,5;  0;255;29,5;REFLOW
05:29,00;140,9;162,9;103,4;109,4;0,0;0,0; 90;106,4;  0;255;29,4;REFLOW
05:29,25;140,9;164,0;103,3;109,2;0,0;0,0; 90;106,2;  0;255;29,6;REFLOW
05:29,50;140,9;162,9;103,1;108,9;0,0;0,0; 90;106,0;  0;255;29,5;REFLOW
05:29,75;140,9;162,9;102,9;108,7;0,0;0,0; 90;105,8;  0;255;29,5;REFLOW
05:30,00;140,9;164,0;102,8;108,6;0,0;0,0; 90;105,7;  0;255;29,5;REFLOW
05:30,25;140,9;162,9;102,6;108,4;0,0;0,0; 90;105,5;  0;255;29,6;REFLOW
05:30,50;139,8;164,0;102,4;108,3;0,0;0,0; 90;105,3;  0;255;29,5;REFLOW
05:30,75;139,8;162,9;102,4;108,1;0,0;0,0; 90;105,2;  0;255;29,4;REFLOW
05:31,00;139,8;162,9;102,3;107,9;0,0;0,0; 89;105,1;  0;255;29,5;REFLOW
05:31,25;139,8;164,0;102,1;107,9;0,0;0,0; 89;105,0;  0;255;29,5;REFLOW
05:31,50;139,8;164,0;102,0;107,9;0,0;0,0; 89;104,9;  0;255;29,5;REFLOW
05:31,75;138,7;161,8;101,8;107,8;0,0;0,0; 89;104,8;  0;255;29,6;REFLOW
05:32,00;138,7;162,9;101,6;107,6;0,0;0,0; 88;104,6;  0;255;29,4;REFLOW
05:32,25;138,7;161,8;101,4;107,4;0,0;0,0; 88;104,4;  0;255;29,4;REFLOW
05:32,50;138,7;161,8;101,3;107,3;0,0;0,0; 88;104,3;  0;255;29,5;REFLOW
05:32,75;138,7;161,8;101,1;107,1;0,0;0,0; 88;104,1;  0;255;29,5;REFLOW
05:33,00;138,7;161,8;100,9;106,9;0,0;0,0; 87;103,9;  0;255;29,4;REFLOW
05:33,25;138,7;161,8;100,7;106,8;0,0;0,0; 87;103,7;  0;255;29,5;REFLOW
05:33,50;137,6;159,6;100,4;106,6;0,0;0,0; 87;103,5;  0;255;29,4;REFLOW
05:33,75;137,6;161,8;100,3;106,4;0,0;0,0; 87;103,3;  0;255;29,4;REFLOW
05:34,00;137,6;161,8;99,9;106,3;0,0;0,0; 86;103,1;  0;255;29,4;REFLOW
05:34,25;137,6;160,7;99,8;106,1;0,0;0,0; 86;102,9;  0;255;29,4;REFLOW
05:34,50;137,6;159,6;99,8;106,0;0,0;0,0; 86;102,9;  0;255;29,5;REFLOW
05:34,75;137,6;158,5;99,8;106,0;0,0;0,0; 86;102,9;  0;255;29,5;REFLOW
05:35,00;137,6;156,3;99,8;106,0;0,0;0,0; 86;102,9;  0;255;29,5;REFLOW
05:35,25;137,6;157,4;99,8;105,9;0,0;0,0; 86;102,8;  0;255;29,6;REFLOW
05:35,50;137,6;157,4;99,8;105,9;0,0;0,0; 86;102,8;  0;255;29,5;REFLOW
05:35,75;137,6;157,4;99,8;105,9;0,0;0,0; 86;102,8;  0;255;29,6;REFLOW
05:36,00;137,6;159,6;99,8;105,9;0,0;0,0; 85;102,8;  0;255;29,6;REFLOW
05:36,25;137,6;157,4;99,9;105,9;0,0;0,0; 85;102,9;  0;255;29,5;REFLOW
05:36,50;137,6;156,3;99,9;105,9;0,0;0,0; 85;102,9;  0;255;29,5;REFLOW
05:36,75;136,5;157,4;99,9;105,9;0,0;0,0; 85;102,9;  0;255;29,6;REFLOW
05:37,00;136,5;157,4;99,9;105,9;0,0;0,0; 84;102,9;  0;255;29,6;REFLOW
05:37,25;136,5;156,3;99,9;105,8;0,0;0,0; 84;102,9;  0;255;29,5;REFLOW
05:37,50;136,5;157,4;99,9;105,8;0,0;0,0; 84;102,9;  0;255;29,5;REFLOW
05:37,75;136,5;157,4;99,9;105,8;0,0;0,0; 84;102,9;  0;255;29,5;REFLOW
05:38,00;135,4;157,4;99,9;105,8;0,0;0,0; 83;102,8;  0;255;29,5;REFLOW
05:38,25;135,4;156,3;99,9;105,6;0,0;0,0; 83;102,8;  0;255;29,4;REFLOW
05:38,50;135,4;156,3;99,9;105,4;0,0;0,0; 83;102,7;  0;255;29,5;REFLOW
05:38,75;135,4;157,4;99,8;105,2;0,0;0,0; 83;102,5;  0;255;29,5;REFLOW
05:39,00;135,4;158,5;99,7;105,1;0,0;0,0; 82;102,4;  0;255;29,5;REFLOW
05:39,25;134,3;156,3;99,6;105,0;0,0;0,0; 82;102,3;  0;255;29,5;REFLOW
05:39,50;134,3;157,4;99,6;104,9;0,0;0,0; 82;102,3;  0;255;29,4;REFLOW
05:39,75;134,3;157,4;99,4;104,8;0,0;0,0; 82;102,1;  0;255;29,5;REFLOW
05:40,00;134,3;157,4;99,3;104,6;0,0;0,0; 82;102,0;  0;255;29,4;REFLOW
05:40,25;134,3;156,3;99,1;104,5;0,0;0,0; 82;101,8;  0;255;29,4;REFLOW
05:40,50;134,3;155,2;99,0;104,4;0,0;0,0; 82;101,7;  0;255;29,5;REFLOW
05:40,75;134,3;155,2;98,8;104,3;0,0;0,0; 82;101,6;  0;255;29,4;REFLOW
05:41,00;133,2;155,2;98,6;104,3;0,0;0,0; 81;101,4;  0;255;29,4;REFLOW
05:41,25;133,2;155,2;98,6;104,1;0,0;0,0; 81;101,3;  0;255;29,4;REFLOW
05:41,50;133,2;155,2;98,3;104,0;0,0;0,0; 81;101,1;  0;255;29,5;REFLOW
05:41,75;133,2;155,2;98,0;103,8;0,0;0,0; 81;100,9;  0;255;29,4;REFLOW
05:42,00;133,2;155,2;97,8;103,7;0,0;0,0; 80;100,7;  0;255;29,5;REFLOW
05:42,25;133,2;156,3;97,6;103,6;0,0;0,0; 80;100,6;  0;255;29,5;REFLOW
05:42,50;132,1;154,1;97,4;103,5;0,0;0,0; 80;100,5;  0;255;29,5;REFLOW
05:42,75;132,1;154,1;97,3;103,3;0,0;0,0; 80;100,3;  0;255;29,6;REFLOW
05:43,00;132,1;153,0;97,1;103,2;0,0;0,0; 79;100,2;  0;255;29,5;REFLOW
05:43,25;132,1;153,0;97,0;103,1;0,0;0,0; 79;100,0;  0;255;29,6;REFLOW
05:43,50;132,1;153,0;96,8;102,9;0,0;0,0; 79;99,9;  0;255;29,6;REFLOW
05:43,75;132,1;151,9;96,7;102,8;0,0;0,0; 79;99,7;  0;255;29,5;REFLOW
05:44,00;131,0;150,8;96,5;102,6;0,0;0,0; 78;99,6;  0;255;29,5;REFLOW
05:44,25;131,0;150,8;96,4;102,4;0,0;0,0; 78;99,4;  0;255;29,6;REFLOW
05:44,50;131,0;150,8;96,4;102,3;0,0;0,0; 78;99,4;  0;255;29,5;REFLOW
05:44,75;131,0;150,8;96,4;102,2;0,0;0,0; 78;99,3;  0;255;29,5;REFLOW
05:45,00;131,0;150,8;96,4;102,1;0,0;0,0; 78;99,3;  0;255;29,5;REFLOW
05:45,25;131,0;149,7;96,4;101,9;0,0;0,0; 78;99,2;  0;255;29,6;REFLOW
05:45,50;132,1;147,5;96,4;101,8;0,0;0,0; 78;99,1;  0;255;29,6;REFLOW
05:45,75;131,0;146,4;96,4;101,5;0,0;0,0; 78;99,0;  0;255;29,4;REFLOW
05:46,00;131,0;145,3;96,4;101,3;0,0;0,0; 77;98,9;  0;255;29,6;REFLOW
05:46,25;131,0;145,3;96,3;101,1;0,0;0,0; 77;98,7;  0;255;29,6;REFLOW
05:46,50;131,0;146,4;96,2;100,9;0,0;0,0; 77;98,6;  0;255;29,5;REFLOW
05:46,75;129,9;145,3;96,0;100,8;0,0;0,0; 77;98,4;  0;255;29,4;REFLOW
05:47,00;129,9;145,3;95,8;100,6;0,0;0,0; 76;98,2;  0;255;29,4;REFLOW
05:47,25;129,9;146,4;95,7;100,5;0,0;0,0; 76;98,1;  0;255;29,5;REFLOW
05:47,50;129,9;145,3;95,4;100,5;0,0;0,0; 76;97,9;  0;255;29,5;REFLOW
05:47,75;129,9;145,3;95,3;100,5;0,0;0,0; 76;97,9;  0;255;29,4;REFLOW
05:48,00;129,9;146,4;95,0;100,4;0,0;0,0; 75;97,7;  0;255;29,4;REFLOW
05:48,25;128,8;147,5;94,8;100,2;0,0;0,0; 75;97,5;  0;255;29,5;REFLOW
05:48,50;128,8;148,6;94,8;100,1;0,0;0,0; 75;97,4;  0;255;29,5;REFLOW
05:48,75;128,8;148,6;94,6;99,9;0,0;0,0; 75;97,3;  0;255;29,5;REFLOW
05:49,00;128,8;148,6;94,4;99,8;0,0;0,0; 74;97,1;  0;255;29,5;REFLOW
05:49,25;128,8;147,5;94,2;99,6;0,0;0,0; 74;96,9;  0;255;29,5;REFLOW
05:49,50;128,8;147,5;94,1;99,5;0,0;0,0; 74;96,8;  0;255;29,5;REFLOW
05:49,75;128,8;146,4;93,8;99,3;0,0;0,0; 74;96,6;  0;255;29,5;REFLOW
05:50,00;128,8;147,5;93,7;99,2;0,0;0,0; 74;96,4;  0;255;29,5;REFLOW
05:50,25;127,7;145,3;93,7;99,1;0,0;0,0; 74;96,4;  0;255;29,6;REFLOW
05:50,50;127,7;146,4;93,7;98,9;0,0;0,0; 74;96,3;  0;255;29,4;REFLOW
05:50,75;127,7;147,5;93,6;98,9;0,0;0,0; 74;96,3;  0;255;29,6;REFLOW
05:51,00;127,7;147,5;93,4;98,9;0,0;0,0; 73;96,2;  0;255;29,4;REFLOW
05:51,25;127,7;148,6;93,3;98,9;0,0;0,0; 73;96,1;  0;255;29,6;REFLOW
05:51,50;127,7;148,6;93,1;98,8;0,0;0,0; 73;96,0;  0;255;29,6;REFLOW
05:51,75;127,7;147,5;93,1;98,6;0,0;0,0; 73;95,9;  0;255;29,6;REFLOW
05:52,00;127,7;146,4;93,1;98,5;0,0;0,0; 72;95,8;  0;255;29,5;REFLOW
05:52,25;126,6;145,3;93,1;98,3;0,0;0,0; 72;95,7;  0;255;29,6;REFLOW
05:52,50;126,6;145,3;93,1;98,1;0,0;0,0; 72;95,6;  0;255;29,5;REFLOW
05:52,75;126,6;144,2;92,9;97,8;0,0;0,0; 72;95,3;  0;255;29,5;REFLOW
05:53,00;126,6;144,2;92,8;97,7;0,0;0,0; 71;95,3;  0;255;29,6;REFLOW
05:53,25;126,6;144,2;92,8;97,5;0,0;0,0; 71;95,1;  0;255;29,4;REFLOW
05:53,50;126,6;143,1;92,8;97,4;0,0;0,0; 71;95,1;  0;255;29,5;REFLOW
05:53,75;125,5;143,1;92,8;97,2;0,0;0,0; 71;95,0;  0;255;29,5;REFLOW
05:54,00;125,5;143,1;92,8;97,1;0,0;0,0; 70;94,9;  0;255;29,5;REFLOW
05:54,25;125,5;143,1;92,6;96,8;0,0;0,0; 70;94,7;  0;255;29,4;REFLOW
05:54,50;125,5;143,1;92,4;96,6;0,0;0,0; 70;94,5;  0;255;29,4;REFLOW
05:54,75;125,5;145,3;92,4;96,6;0,0;0,0; 70;94,5;  0;255;29,5;REFLOW
05:55,00;125,5;145,3;92,3;96,5;0,0;0,0; 70;94,4;  0;255;29,4;REFLOW
05:55,25;125,5;146,4;92,3;96,5;0,0;0,0; 70;94,4;  0;255;29,4;REFLOW
05:55,50;125,5;145,3;92,3;96,5;0,0;0,0; 70;94,4;  0;255;29,4;REFLOW
05:55,75;125,5;146,4;92,3;96,4;0,0;0,0; 70;94,3;  0;255;29,4;REFLOW
05:56,00;124,4;146,4;92,2;96,3;0,0;0,0; 69;94,2;  0;255;29,5;REFLOW
