0;25 
10;39 
20;54 
30;69 
40;84  
50;100   
60;118    
70;134    
80;148   
90;156  
100;162    
110;169  
120;175  
130;180   
140;185   
150;190  
160;196   
170;204  
180;210 
190;225  
200;242   
210;250  
220;244  
230;228  
240;210 
250;190  
260;170  
270;150  
280;130  
290;110  
300;90  
310;70  
320;60  
330;50  
340;40  
350;30  
360;25   
370;0  
380;0  
390;0  
400;0 
410;0 
420;0 
430;0 
440;0 
450;0 
460;0 
470;0 
