0;30 
10;36 
20;45 
30;50 
40;57 
50;63 
60;70 
70;77 
80;84 
90;90 
100;94  
110;99  
120;103   
130;107   
140;112   
150;117   
160;121    
170;126    
180;130     
190;132    
200;135    
210;138  
220;148 
230;162  
240;165  
250;162   
260;148  
270;138  
280;130  
290;122  
300;114  
310;106  
320;98 
330;92 
340;82 
350;74 
360;66 
370;58 
380;0 
390;0
400;0
410;0
420;0
430;0
440;0
450;0
460;0
470;0
