0;25 
10;39  
20;54   
30;69  
40;84  
50;99  
60;113   
70;128   
80;140  
90;150  
100;158   
110;164  
120;168  
130;170   
140;172   
150;174   
160;176  
170;178  
180;180  
190;188  
200;197  
210;210  
220;218 
230;212 
240;205  
250;192  
260;182 
270;172  
280;161  
290;149  
300;138  
310;127  
320;115  
330;104 
340;93  
350;82  
360;70  
370;59  
380;48  
390;38    
400;0 
410;0 
420;0 
430;0 
440;0 
450;0 
460;0 
470;0 
